seed,latent_code_hex,canonical_smiles,smiles,official_property_contribution,official_final_score,qed,score_sa,score_logp,score_ro5,bit_0,bit_1,bit_2,bit_3,bit_4,bit_5,bit_6,bit_7,bit_8,bit_9,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,bit_21,bit_22,bit_23,bit_24,bit_25,bit_26,bit_27,bit_28,bit_29,bit_30,bit_31,bit_32,bit_33,bit_34,bit_35,bit_36,bit_37,bit_38,bit_39,bit_40,bit_41,bit_42,bit_43,bit_44,bit_45,bit_46,bit_47,bit_48,bit_49,bit_50,bit_51,bit_52,bit_53,bit_54,bit_55,bit_56,bit_57,bit_58,bit_59,bit_60,bit_61,bit_62,bit_63,bit_64,bit_65,bit_66,bit_67,bit_68,bit_69,bit_70,bit_71,bit_72,bit_73,bit_74,bit_75,bit_76,bit_77,bit_78,bit_79,bit_80,bit_81,bit_82,bit_83,bit_84,bit_85,bit_86,bit_87,bit_88,bit_89,bit_90,bit_91,bit_92,bit_93,bit_94,bit_95,bit_96,bit_97,bit_98,bit_99,bit_100,bit_101,bit_102,bit_103,bit_104,bit_105,bit_106,bit_107,bit_108,bit_109,bit_110,bit_111,bit_112,bit_113,bit_114,bit_115,bit_116,bit_117,bit_118,bit_119,bit_120,bit_121,bit_122,bit_123,bit_124,bit_125,bit_126,bit_127
123,1982df6be698154fe2522a549ce8a079,CCC(C=CC=CCN1CC=CC1=N)CF,CCC(C=CC=CCN1CC=CC1=N)CF,0.5841367790352957,,0.6872446489768734,0.1212141707667009,0.0957218890712535,0.1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1
123,1982df6fe6d8144fe2521a549ce8a079,CC=CC1CCN1CC=CC1=NC(CC)CCCCN1,CC=CC1CCN1CC=CC1=NC(CC)CCCCN1,0.6603220187618359,,0.7806057936410794,0.1226451724240356,0.0912060364254884,0.1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1
123,11c2d76ba698156fe0522a50bea8e479,CC=CN=NC(F)C1(C)C=CC=C(CC)C=C1,CC=CN=NC(F)C1(C)C=CC=C(CC)C=C1,0.5036468521822464,,0.495697947558913,0.1085643330424653,0.0329051666339744,0.1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1
123,8e88ce5f7a2e84b45060216ec106eab9,CC1=CCC(C(C)C23CCCCNC(=O)NC(C2)C2C(C)CC2C3)C1,CC1=CCC(C(C)C23CCCCNC(=O)NC(C2)C2C(C)CC2C3)C1,0.5605251164544479,,0.6885482645784294,0.0842397594232083,0.028313683564951,0.1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1
123,c499143ed957c3b49188213ed3e0c2a5,CCCCC1CC1C(=O)N(CC)C(CC)NC(=O)N(COC)c1ccc[nH]1,CCCCC1CC1C(=O)N(CC)C(CC)NC(=O)N(COC)c1ccc[nH]1,0.6057782552271501,,0.5782105925515877,0.12518683530291,0.0784346415277611,0.1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1
123,31a6ff7aaec8184fe2d21ad4bd8ba149,CC1C=CC=C(CCC2=C3C=C4C=CC=CN4C3C2)C(=N)CCCNC1,CC1C=CC=C(CCC2=C3C=C4C=CC=CN4C3C2)C(=N)CCCNC1,0.6325414747775739,,0.7804714421540835,0.1048233592866639,0.0361302099305901,0.1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
123,0b16ef7a82ac106de0d26b519f29e048,CC1NN(F)C1CCNC(=O)CCC=Cc1ccccn1,CC1NN(F)C1CCNC(=O)CCC=Cc1ccccn1,0.6698717604863278,,0.7530307672566496,0.1354396245289365,0.0908561406612351,0.1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
123,9aac4d7f7a3fa0b0517049eec1c62adb,CC(CC(=O)C1CCCC(=O)NC(C2CCCC2C)C1)C1CCCC1,CC(CC(=O)C1CCCC(=O)NC(C2CCCC2C)C1)C1CCCC1,0.65890288857608,,0.7699385181563356,0.1316619865419203,0.0283076867327326,0.1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1
123,11e6ff3eaec8344fe2d21ad4bccbb549,CNN=CC(O)Cc1ncccc1CC=C1C=Nc2ccccc21,CNN=CC(O)Cc1ncccc1CC=C1C=Nc2ccccc21,0.6995801441103829,,0.6345845472938388,0.1362007754293642,0.09997696176532,0.1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
123,71e2f16927c81a4f26b93a34acb48079,Cc1ccc2n[nH]c(nc1)NC1=CN1C(=O)CCCCC2,Cc1ccc2n[nH]c(nc1)NC1=CN1C(=O)CCCCC2,0.6666565695516241,,0.7674016910045375,0.1183212480335168,0.0998080670850192,0.1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
123,1986ef4f226c104de0d21bd48d8fa048,CC(=CCC1C=CC=CC=CC=NC1)CCN1CCCCCC1,CC(=CCC1C=CC=CC=CC=NC1)CCN1CCCCCC1,0.5806946888993572,,0.655234023194831,0.1311731827879765,0.0261133510258961,0.1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
123,0986cf6ba2c8146fe0521a788c89a449,CN1CCC=CC=CC=NC=c2ccccc2=CC12C=CC=CC2,CN1CCC=CC=CC=NC=c2ccccc2=CC12C=CC=CC2,0.5716306254900959,,0.7183423825147175,0.1066427908641269,0.0950351804681265,0.1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
123,1b82ef6bfa98056fe0524a569c89a449,C=NC=CC=CC=CCC(=O)N(C)C1=CC=CCC1,C=NC=CC=CC=CCC(=O)N(C)C1=CC=CCC1,0.5656071278504734,,0.5293253823238021,0.1321334992607087,0.0836771286262541,0.1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
123,11c6ff1eaed8144fe0d21ad4bce9b549,NC=CC=CC=CN=CC1=Cc2ccccc2CC2(CNN=N2)C1,NC=CC=CC=CN=CC1=Cc2ccccc2CC2(CNN=N2)C1,0.704887335644511,,0.6595070380746816,0.1057680908390532,0.0855353453126629,0.1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
123,19a2ef7f2b28104de0d21ff6adcea949,CC(CCCCCC1=CC1)C(C)CCC1CCCCCCCC1,CC(CCCCCC1=CC1)C(C)CCC1CCCCCCCC1,0.3831831561038016,,0.2819732065639911,0.1419899867737032,0.0001013422338318,0.1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
123,11c2f56b07c8164fe29a1ab4ac8ea549,CC=CN=CCC1CC=CC=N1,CC=CN=CCC1CC=CC=N1,0.5439315101585599,,0.5691269616333567,0.1102705197700183,0.0996815738327044,0.1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
123,71c2f16907d81a4f279a3a30aca48069,CCCC(=O)CC1=C(C)NC=NCC(F)=CC=CC=CC=C1,CCCC(=O)CC1=C(C)NC=NCC(F)=CC=CC=CC=C1,0.6921258022195108,,0.8463768761803904,0.1284249158794174,0.0536798255994623,0.1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
123,0aac4f7f7a2ea0385060394f8d0faaba,CC=C(CC)CNC(=O)NCCC1CC(C(=O)C2Cc3ncccc32)C1C,CC=C(CC)CNC(=O)NCCC1CC(C(=O)C2Cc3ncccc32)C1C,0.6409396025094999,,0.6878143337615922,0.1223101390861979,0.0761159218706447,0.1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0
123,1982d77ae698156fe0522a509e28e069,N=C1C=CCN1CC=CC=CC=CC1C=C(N)C1,N=C1C=CCN1CC=CC=CC=CC1C=C(N)C1,0.6716648018267947,,0.7259812915300868,0.118423590968588,0.099605146827718,0.1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
123,1982df6ae69c156de0526b541ef9a078,CC(C)C(F)=NC=CC=CN1CN(O)CC=CC1=N,CC(C)C(F)=NC=CC=CN1CN(O)CC=CC1=N,0.6767019276248151,,0.6068621173950955,0.1144595369552079,0.0999718878433186,0.1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
123,0b86ef7efa3c042de052495e9e09a4c8,CC1C2=C3SC(NC(=O)CCCCC=Cc4ccccc4)(CC2)C31,CC1C2=C3SC(NC(=O)CCCCC=Cc4ccccc4)(CC2)C31,0.5358556599235356,,0.6974963744716123,0.109139984220573,0.0214177826895162,0.1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
123,3984ed4b23c81c4be0f37af62c9eac59,CC1=CC=C2CC=CC3CCCCCCCCC3CN2CCCC1,CC1=CC=C2CC=CC3CCCCCCCCC3CN2CCCC1,0.4347916280093607,,0.4513001133301713,0.1306737119038621,0.0022619251025613,0.1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1
123,1902df6ae698146fe0523a509ea9a058,CC=C1C(=N)N=CCC=CC=CC(C)=CC=CC=CC=C1F,CC=C1C(=N)N=CCC=CC=CC(C)=CC=CC=CC=C1F,0.503550249914897,,0.6203391646949588,0.1236393575667623,0.0152518694673925,0.1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
123,11c2d76aa698156fe0522a54bee8a469,CC=CN=NCC(C)=CC=CC1=CC1C1CC1,CC=CN=NCC(C)=CC=CC1=CC1C1CC1,0.476200248621327,,0.4740328482940937,0.1170374478873865,0.0432950560901275,0.1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1
123,1982df6ae69c156de0526b541ef9a058,CC=CC(=N)NC=CC=CN=C(F)CCCCC,CC=CC(=N)NC=CC=CN=C(F)CCCCC,0.4528914060914092,,0.2899224950516037,0.1278236777130002,0.0564113427891284,0.1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
123,1982d76ae798156fe0522a549ee8a069,N=C1C=CCNC2C=CC=CC(=CCN1O)C=CCC2,N=C1C=CCNC2C=CC=CC(=CCN1O)C=CCC2,0.5797855081343947,,0.6343966729250469,0.0882688968287985,0.0998859187022453,0.1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
123,0a8d4fdf7a3ea430506069efc94faadf,CCCC1(C2NC(=O)NCC3C(C)C32CC(=O)C=C(C)CC2CC2)CC1,CCCC1(C2NC(=O)NCC3C(C)C32CC(=O)C=C(C)CC2CC2)CC1,0.5826527629479321,,0.6387719596780603,0.1133981104052873,0.0523738085970143,0.1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1
123,11c2d76aa798156fe0522a54bee8a479,C=C(C=CC=C(C)C1N=NC=CCN1F)C(C)C,C=C(C=CC=C(C)C1N=NC=CCN1F)C(C)C,0.548551591793537,,0.5419518591414819,0.1116753852247521,0.0528826583679316,0.1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1
123,71c2f16907d81b4f279a3a30aca08029,CCC(=O)NC(C=Nc1ccccc1S)=C(C)NC=NC,CCC(=O)NC(C=Nc1ccccc1S)=C(C)NC=NC,0.6355810746055264,,0.4296220863426517,0.1379134898377289,0.0992585623115782,0.1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
123,1982cf5b3b3c104de0d23f56adcea878,CCCCCCC(C)(C)CCCC1=CCC(C)CCCC1,CCCCCCC(C)(C)CCCC1=CCC(C)CCCC1,0.3946946159591465,,0.3017657234732663,0.1558406341513364,0.0002573405048135,0.1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0
123,0b16ef7a82bc106de0d269518f29e048,CCCCC1NOCCCCCC=CC=CC=CC=NC=C1[N+]F,CCCCC1NOCCCCCC=CC=CC=CC=NC=C1[N+]F,0.6716662807460966,,0.8091220556532307,0.1149682041342088,0.0337748487606787,0.1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
123,0b86ef7ee68c142de0524b5c9e09a448,CC=C1CC2(N(C)C(=O)CC=Cc3ccccc3)N=C12,CC=C1CC2(N(C)C(=O)CC=Cc3ccccc3)N=C12,0.6994794488096424,,0.82407971307844,0.1372949113829269,0.0935170130128601,0.1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
123,1b86ef7ffa58300fc0d05e5e9d89a049,C=C(C)CCNCNC(=O)CCc1ccccccc[nH]1,C=C(C)CCNCNC(=O)CCc1ccccccc[nH]1,0.5751144973488603,,0.391026362220104,0.15258361198706,0.0991044466272297,0.1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
